sector,sl_no,project_name,agency,project_code,legacy_ocms_code,original_cost,commissioning_date,expenditure,report_month,source_file,completion_month,ministry,state,approval_date,start_date,actual_completion,target_doc,revised_doc,revised_cost,final_cost,actual_mi,orig_doc_mi,y_cost_overrun_pct,y_time_overrun_m
ROAD TRANSPORT AND HIGHWAYS,44,REHABILITATION AND UPGRADATION OF ROAD FROM DESIGN KM 0.00 TO KM 11.800 OF KAILASHAHAR-KURTI BRIDGE EPC,NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION Ltd.,,N24001265,154.51,07/2022,49.59,2024-04,April_Part-II_List_of_tables.pdf,"April,2024",,,,,,,,,154.51,24271.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,45,REHABILITATION AND UP-GRADATION OF ROAD FROM DESIGN KM 11.800 TO KM 25.250 OF KAILASHAHAR-KURTI BRID EPC,NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION Ltd.,,N24001267,178.43,07/2022,57.66,2024-04,April_Part-II_List_of_tables.pdf,"April,2024",,,,,,,,,178.43,24271.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,46,CONSTRUCTION OF 2 LANE ROAD OF POTIN TO PANGIN SECTION OF NH 13 FROM KM 247.05 TO KM 284.92 (PACKAGE EPC(MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs)) - [N24001294],,,,560.39,03/2027,422.01,2024-04,April_Part-II_List_of_tables.pdf,"April,2024",,,,,,,,,560.39,24327.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,47,KARGIL-ZANSKR PACKAGE-6 EPC,NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION Ltd.,,N24001346,239.81,05/2024,145.12,2024-04,April_Part-II_List_of_tables.pdf,"April,2024",,,,,,,,,239.81,24293.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,48,KARGIL-ZANSKR PACKAGE-7 EPC,NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION Ltd.,,N24001347,308.86,06/2024,163.62,2024-04,April_Part-II_List_of_tables.pdf,"April,2024",,,,,,,,,308.86,24294.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,49,TULUNGIA-JOGIGHOPA-PAIKAN PKG-5 EPC,NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION Ltd.,,N24001367,636.42,12/2022,474.28,2024-04,April_Part-II_List_of_tables.pdf,"April,2024",,,,,,,,,636.42,24276.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,50,4L+PS OF BEAWAR-ASIND SECTION (KM 30.00 TO KM 74.00) OF NH- 158 (GNHCP) WORLD BANK. PKG-II EPC(MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs)) - [N24001410],,,,216.72,12/2022,133.45,2024-04,April_Part-II_List_of_tables.pdf,"April,2024",,,,,,,,,216.72,24276.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,51,WIDENING FROM TWO LANE TO TWO LANE WITH PAVED SHOULDER FROM KM 34/000 TO 49/000 AND TWO LANE TO FOUR EPC(MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs)) - [N24001454],,,,184.15,08/2022,193.12,2024-04,April_Part-II_List_of_tables.pdf,"April,2024",,,,,,,,,184.15,24272.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,52,4 LANING OF CHAMPA-KORBA-CHHURI-KATGHORA SECTION OF NH 149B FROM KM.0.000 TO KM.38.200 PPP BOT (Hybrid Annuity),NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001591,999.97,01/2024,948.58,2024-04,April_Part-II_List_of_tables.pdf,"April,2024",,,,,,,,,999.97,24289.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,53,8L OF GUDUVANCHERY (KM 38.00) - MARAIMALAI NAGAR (KM 42.00) - SINGAPERUMAL KOIL (47.00) - CHETTIPU Joint Venture,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001695,230.69,02/2022,197.46,2024-04,April_Part-II_List_of_tables.pdf,"April,2024",,,,,,,,,230.69,24266.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,54,BALANCE WORK OF 2L PS OF TINDIVANAM KRISHNAGIRI FROM KM 37.600 TO 219.782 ITEM RATE,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001724,602.57,07/2021,384.83,2024-04,April_Part-II_List_of_tables.pdf,"April,2024",,,,,,,,,602.57,24259.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,55,"4L OF SHAMLI TO MUZAFFARNAGAR SECTION OF NH-709AD, PKG-II EPC",NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001742,1621.07,10/2022,1679.63,2024-04,April_Part-II_List_of_tables.pdf,"April,2024",,,,,,,,,1621.07,24274.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,56,4L OF AKOLA - MEDSHI FROM KM. 0.00 TO KM. 47.70 OF NH-161 INCLUDING BYPASSES AT PATUR AND MEDSHI EPC,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001803,1393.95,11/2022,527.13,2024-04,April_Part-II_List_of_tables.pdf,"April,2024",,,,,,,,,1393.95,24275.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,57,4L OF AUSA-CHAKUR SECTION FROM KM 55.835 TO KM 114.345 OF NH-361 HAM(Hybrid Annuity Mode),NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001805,1169.04,03/2021,841.84,2024-04,April_Part-II_List_of_tables.pdf,"April,2024",,,,,,,,,1169.04,24255.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,58,CHAKUR LOHA SECTION OF NH-361 FROM KM 114.600 TO KM 187.80 HAM(Hybrid Annuity Mode),NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001806,1241.38,03/2023,965.1,2024-04,April_Part-II_List_of_tables.pdf,"April,2024",,,,,,,,,1241.38,24279.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,59,MEDSHI (KM 47.700) TO WASHIM (KM 92.200) OF NH-161 IN MAHARASHTRA EPC,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001807,1061.29,10/2021,685.97,2024-04,April_Part-II_List_of_tables.pdf,"April,2024",,,,,,,,,1061.29,24262.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,60,FOUR LANNING OF JAGDISHPUR-FAIZABAD SECTION FROM KM 47.930 TO KM 107.680 OF NH-330A HAM(Hybrid Annuity Mode),NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001816,1980.0,03/2023,1220.38,2024-04,April_Part-II_List_of_tables.pdf,"April,2024",,,,,,,,,1980.0,24279.0,,0.0,
DEFENCE PRODUCTION,61,"RESIDENTIAL QUATERS FOR HAL,BANGLORE",CPWD FOR DEFENCE,,N28000103,246.31,02/2020,185.84,2024-04,April_Part-II_List_of_tables.pdf,"April,2024",,,,,,,,,246.31,24242.0,,0.0,
COAL,1,NORTH TISRA AND SOUTH TISRA EXPANSION OCP (6MTY),BHARAT COKING COAL LIMITED,,N06000106,555.52,03/2021,291.95,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,555.52,24255.0,,0.0,
COAL,2,JAYANT EXPANSION OCP 10 TO 20 MTPA Central Sector Projects,NORTHERN COAL FIELDS LIMITED,,N06000159,1783.09,03/2021,1390.64,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,1783.09,24255.0,,0.0,
PETROLEUM,3,CITY GAS DISTRIBUTION (CGD) NETWORK BHUBANESHWAR Central Sector Projects,GAS AUTHORITY OF INDIA LIMITED,,N16000289,243.53,07/2022,217.42,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,243.53,24271.0,,0.0,
PETROLEUM,4,KOCHI SALEM LPG PIPELINE PROJECT (Kochi Salem Pipeline Private Limited(JV)) - [N16000314],,,,1112.0,06/2019,1157.07,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,1112.0,24234.0,,0.0,
PETROLEUM,5,CITY GAS DISTRIBUTION (CGD) NETWORK PATNA,GAS AUTHORITY OF INDIA LIMITED,,N16000327,359.25,10/2022,293.6,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,359.25,24274.0,,0.0,
PETROLEUM,6,"CITY GAS DISTRIBUTION (CGD) NETWORK, CUTTACK",GAS AUTHORITY OF INDIA LIMITED,,N16000328,182.2,07/2022,144.55,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,182.2,24271.0,,0.0,
PETROLEUM,7,"CITY GAS DISTRIBUTION (CGD) NETWORK, RANCHI",GAS AUTHORITY OF INDIA LIMITED,,N16000329,226.45,10/2022,257.39,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,226.45,24274.0,,0.0,
PETROLEUM,8,30 INCH CRUDE OIL PIPELINE IN HALDIA-BARAUNI SECTION OF PHBPL AND CONVERSION OF EXISTING 18 INCH HAL,INDIAN OIL CORPORATION LIMITED,,N16000332,3712.0,09/2022,2915.64,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,3712.0,24273.0,,0.0,
PETROLEUM,9,SUSTAINED EVACUATION OF GAS FROM GANDHAR FIELDS BY INSTALLING A GAS COMPRESSOR AND PIPELINE CONNECTI,GAS AUTHORITY OF INDIA LIMITED,,N16000349,225.54,02/2021,240.53,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,225.54,24254.0,,0.0,
PETROLEUM,10,"Setting up of Integated 2G and 1G Bio-Ethanol Refinery at Bargarh, Odisha",BHARAT PETROLEUM CORPORATION LIMITED,,N16000374,1607.0,08/2022,1085.97,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,1607.0,24272.0,,0.0,
PETROLEUM,11,CITY GAS DISTRIBUTION PROJECT IN GEOGRAPHICAL AREA OF SONIPAT (EAAA) AND JIND DISTRICTS EPC,HINDUSTAN PETROLEUM CORPORATION LIMITED,,N16000385,520.0,09/2026,468.39,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,520.0,24321.0,,0.0,
PETROLEUM,12,CITY GAS DISTRIBUTION IN UP AND UK,HINDUSTAN PETROLEUM CORPORATION LIMITED,,N16000387,3450.2,03/2029,1962.02,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,3450.2,24351.0,,0.0,
PETROLEUM,13,"CITY GAS DISTRIBUTION, JAMSHEDPUR",GAS AUTHORITY OF INDIA LIMITED,,N16000389,221.45,10/2022,237.03,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,221.45,24274.0,,0.0,
PETROLEUM,15,HPOIL GAS PVT LTD Joint Venture,HPOIL Gas Pvt. Ltd,,N16000516,334.0,05/2025,0.93,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,334.0,24305.0,,0.0,
PETROLEUM,16,HPOIL GAS PVT LTD-II Joint Venture,HPOIL Gas Pvt. Ltd,,N16000517,307.0,03/2025,14.23,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,307.0,24303.0,,0.0,
RAILWAYS,17,"MUNEERABAD-MAHABOOBNAGAR(NL),SCR",SOUTH CENTRAL RAILWAY,220100205.0,,1723.0,03/2000,2532.19,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,1723.0,24003.0,,0.0,
RAILWAYS,18,MULTI MODAL TRANSPORT SYSTEM(MMTS) PHASE-II HYDERABAD,RAIL VIKAS NIGAM LTD.,,N22000213,632.68,03/2016,1094.53,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,632.68,24195.0,,0.0,
RAILWAYS,19,MONIGRAM- NIMTITA,EASTERN RAILWAYS,,N22000301,250.93,,603.03,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,250.93,,,0.0,
RAILWAYS,20,ROSA-SITAPUR CANTT-BURHWAL DOUBLING,NORTH EASTERN RAILWAY,,N22000347,1295.42,03/2022,2262.57,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,1295.42,24267.0,,0.0,
RAILWAYS,21,"LUCKNOW- PILIBHIT VIA SITAPUR, LAKHIMPUR GC",RAIL VIKAS NIGAM LTD.,,N22000404,927.01,03/2019,1684.0,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,927.01,24231.0,,0.0,
RAILWAYS,22,MAU-GHAZIPUR-TARIGHAT NEW LINE,RAIL VIKAS NIGAM LTD.,,N22000405,1765.92,03/2023,1687.89,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,1765.92,24279.0,,0.0,
RAILWAYS,23,BANASPANI- JAKHPURA - DOUBLING,RAIL VIKAS NIGAM LTD.,,N22000412,942.95,03/2019,1918.7,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,942.95,24231.0,,0.0,
RAILWAYS,24,MANIYACHI - NAGERCOIL (102 KM) DOUBLING,RAIL VIKAS NIGAM LTD.,,N22000449,1700.0,03/2022,1675.56,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,1700.0,24267.0,,0.0,
RAILWAYS,25,INDORE-DEWAS-UJJAIN (80 KMS),WESTERN RAILWAY,,N22000493,700.0,06/2020,735.16,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,700.0,24246.0,,0.0,
RAILWAYS,26,Rampurhat-Murarai (29.48 km)-3rd line ITEM RATE,EASTERN RAILWAYS,,N22000530,218.03,03/2024,67.14,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,218.03,24291.0,,0.0,
RAILWAYS,27,BUDNI-BARKHERA - 3RD LINE (33 KM) Central Sector Projects,RAIL VIKAS NIGAM LTD.,,N22000588,991.6,02/2024,1775.59,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,991.6,24290.0,,0.0,
RAILWAYS,28,FLYOVER AT BILASPUR (KHODRI-ANUPPUR) 10 KM ITEM RATE,SOUTH EAST CENTRAL RAILWAY,,N22000617,303.59,03/2024,29.86,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,303.59,24291.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,29,4-LANNING OF TARSOD-FAGNE(FROM KM 422.700-510.00),NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24000628,1064.88,07/2021,958.51,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,1064.88,24259.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,30,4-LANNING OF KODEBAD-DHAMTARI SECTION OF NH-43 (FROM KM. 43.400 TO KM. 82.209) IN THE STATE OF CHHAT,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24000630,446.17,03/2019,353.96,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,446.17,24231.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,31,FOUR LANING OF DIMAPUR KOHIMA ROAD FROM DESIGN KM 138.775 TO KM 152.490 (EXISTING KM 140.000 TO KM 1,NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION Ltd.,,N24000687,396.52,08/2019,329.67,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,396.52,24236.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,32,TWO LANING WITH PAVED SHOULDER OF MEENSURUTTI (KM. 98.433) TO CHIDAMBARM (KM. 129.965.) SECTION OF N,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24000828,633.55,09/2023,265.12,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,633.55,24285.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,33,PATRADEVI TO KARASWADA 4L (MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs)) - [N24001004],,,,634.32,05/2020,654.85,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,634.32,24245.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,34,KARASWADA TO BAMBOLIM (MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs)) - [N24001005],,,,852.67,12/2019,463.26,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,852.67,24240.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,35,CONSTRUCTION OF EIGHT LANE ACCESS CONTROLLED EXPRESSWAY CARRIAGEWAY FROM BARDAWADI VILLAGE TO MANDSA,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001199,743.88,12/2021,832.0,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,743.88,24264.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,36,CONSTRUCTION OF EIGHT LANE ACCESS CONTROLLED EXPRESSWAY CARRIAGEWAY FROM JODMI VILLAGE TO BANI VILLA,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001213,1094.97,02/2022,1387.21,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,1094.97,24266.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,37,REHABILITATION AND UPGRADATION OF NH 78 FROM KM 531.250 TO KM 597.946 KUNKURI TO CG JH BORDER SECTIO (MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs)) - [N24001224],,,,423.79,01/2018,338.28,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,423.79,24217.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,38,PACKAGE-21 CONSTRUCTION OF EIGHTLANE ACCESS- CONTROLLED EXPRESSWAY CARRIAGEWAY FROM KAMLIYA VILLAGE,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001231,990.97,12/2021,1283.46,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,990.97,24264.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,39,PACKAGE-24 CONSTRUCTION OF EIGHTLANE ACCESS- CONTROLLED EXPRESSWAY CARRIAGEWAY FROM RANNI VILLAGE TO,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001232,847.0,03/2022,966.25,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,847.0,24267.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,40,PACKAGE-23 CONSTRUCTION OF DELHI-VADODARA EIGHT LANE ACCESS- CONTROLLED EXPRESSWAY FROM BAWDI VILLAG,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001233,1047.0,05/2020,1253.89,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,1047.0,24245.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,41,PACKAGE-25 CONSTRUCTION OF EIGHTLANE ACCESS- CONTROLLED EXPRESSWAY CARRIAGEWAY FROM MIYATI VILLAGE T,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001234,996.27,03/2022,1195.72,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,996.27,24267.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,42,REHABILATION AND UPGRADATION TO 2 LANE WITH PAVED SHPULDERS CONFIGURATION OF BEAWAR-ASIND SECTION (K (MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs)) - [N24001242],,,,196.23,11/2022,130.13,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,196.23,24275.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,43,2-LANING FROM MANU-SIMLUNG ( PKG I) EPC,NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION Ltd.,,N24001247,247.76,01/2022,118.7,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,247.76,24265.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,44,REHABILITATION AND UPGRADATION OF ROAD FROM DESIGN KM 0.00 TO KM 11.800 OF KAILASHAHAR-KURTI BRIDGE EPC,NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION Ltd.,,N24001265,154.51,07/2022,49.59,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,154.51,24271.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,45,REHABILITATION AND UP-GRADATION OF ROAD FROM DESIGN KM 11.800 TO KM 25.250 OF KAILASHAHAR-KURTI BRID EPC,NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION Ltd.,,N24001267,178.43,07/2022,57.66,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,178.43,24271.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,46,CONSTRUCTION OF 2 LANE ROAD OF POTIN TO PANGIN SECTION OF NH 13 FROM KM 247.05 TO KM 284.92 (PACKAGE EPC(MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs)) - [N24001294],,,,560.39,03/2027,422.01,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,560.39,24327.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,47,KARGIL-ZANSKR PACKAGE-6 EPC,NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION Ltd.,,N24001346,239.81,05/2024,145.12,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,239.81,24293.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,48,KARGIL-ZANSKR PACKAGE-7 EPC,NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION Ltd.,,N24001347,308.86,06/2024,163.62,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,308.86,24294.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,49,TULUNGIA-JOGIGHOPA-PAIKAN PKG-5 EPC,NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION Ltd.,,N24001367,636.42,12/2022,474.28,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,636.42,24276.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,50,4L+PS OF BEAWAR-ASIND SECTION (KM 30.00 TO KM 74.00) OF NH- 158 (GNHCP) WORLD BANK. PKG-II EPC(MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs)) - [N24001410],,,,216.72,12/2022,133.45,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,216.72,24276.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,51,WIDENING FROM TWO LANE TO TWO LANE WITH PAVED SHOULDER FROM KM 34/000 TO 49/000 AND TWO LANE TO FOUR EPC(MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs)) - [N24001454],,,,184.15,08/2022,193.12,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,184.15,24272.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,52,4 LANING OF CHAMPA-KORBA-CHHURI-KATGHORA SECTION OF NH 149B FROM KM.0.000 TO KM.38.200 PPP BOT (Hybrid Annuity),NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001591,999.97,01/2024,948.58,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,999.97,24289.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,53,8L OF GUDUVANCHERY (KM 38.00) - MARAIMALAI NAGAR (KM 42.00) - SINGAPERUMAL KOIL (47.00) - CHETTIPU Joint Venture,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001695,230.69,02/2022,197.46,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,230.69,24266.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,54,BALANCE WORK OF 2L PS OF TINDIVANAM KRISHNAGIRI FROM KM 37.600 TO 219.782 ITEM RATE,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001724,602.57,07/2021,384.83,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,602.57,24259.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,55,"4L OF SHAMLI TO MUZAFFARNAGAR SECTION OF NH-709AD, PKG-II EPC",NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001742,1621.07,10/2022,1679.63,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,1621.07,24274.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,56,4L OF AKOLA - MEDSHI FROM KM. 0.00 TO KM. 47.70 OF NH-161 INCLUDING BYPASSES AT PATUR AND MEDSHI EPC,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001803,1393.95,11/2022,527.13,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,1393.95,24275.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,57,4L OF AUSA-CHAKUR SECTION FROM KM 55.835 TO KM 114.345 OF NH-361 HAM(Hybrid Annuity Mode),NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001805,1169.04,03/2021,841.84,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,1169.04,24255.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,58,CHAKUR LOHA SECTION OF NH-361 FROM KM 114.600 TO KM 187.80 HAM(Hybrid Annuity Mode),NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001806,1241.38,03/2023,965.1,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,1241.38,24279.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,59,MEDSHI (KM 47.700) TO WASHIM (KM 92.200) OF NH-161 IN MAHARASHTRA EPC,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001807,1061.29,10/2021,685.97,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,1061.29,24262.0,,0.0,
ROAD TRANSPORT AND HIGHWAYS,60,FOUR LANNING OF JAGDISHPUR-FAIZABAD SECTION FROM KM 47.930 TO KM 107.680 OF NH-330A HAM(Hybrid Annuity Mode),NATIONAL HIGHWAYS AUTHORITY OF INDIA,,N24001816,1980.0,03/2023,1220.38,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,1980.0,24279.0,,0.0,
DEFENCE PRODUCTION,61,"RESIDENTIAL QUATERS FOR HAL,BANGLORE",CPWD FOR DEFENCE,,N28000103,246.31,02/2020,185.84,2024-05,May_Part-2.pdf,"April,2024",,,,,,,,,246.31,24242.0,,0.0,
PETROLEUM,62,RUF PITCH LOADING GANTRY EPC,HINDUSTAN PETROLEUM CORPORATION LIMITED,,N16000406,332.61,11/2022,356.61,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,332.61,24275.0,,0.0,
PETROLEUM,63,"CGD PROJECT AT AURANGABAD, KAIMUR AND ROHTAS DISTRICTS",INDIAN OIL CORPORATION LIMITED,,N16000415,176.0,08/2027,132.81,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,176.0,24332.0,,0.0,
PETROLEUM,64,"CGD PROJECT AT BOKARO, HAZARIBAGH AND RAMGARH DISTRICTS",INDIAN OIL CORPORATION LIMITED,,N16000416,613.0,12/2029,226.62,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,613.0,24360.0,,0.0,
PETROLEUM,65,CGD PROJECT AT REWA DISTRICT,INDIAN OIL CORPORATION LIMITED,,N16000417,177.0,02/2027,109.76,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,177.0,24326.0,,0.0,
PETROLEUM,66,CGD PROJECT AT COIMBATORE DISTRICT,INDIAN OIL CORPORATION LIMITED,,N16000418,2998.0,03/2030,326.22,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,2998.0,24363.0,,0.0,
PETROLEUM,67,CGD PROJECT AT SALEM DISTRICT,INDIAN OIL CORPORATION LIMITED,,N16000419,1304.0,03/2030,107.78,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,1304.0,24363.0,,0.0,
PETROLEUM,68,"CGD PROJECT AT SRIKAKULAM, VISAKHAPATNAM AND VIZIANAGARAM DISTRICTS",INDIAN OIL CORPORATION LIMITED,,N16000420,2880.0,08/2027,236.74,2024-05,May_Part-2.pdf,"May,2024",,,,,,,,,2880.0,24332.0,,0.0,
